"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Norway","1986","All genders","Not applicable","Percent","86.0291"
"Norway","1986","Male","Not applicable","Percent","84.41123"
"Norway","1985","Male","Not applicable","Percent","84.19222"
"Norway","1985","All genders","Not applicable","Percent","85.9269"
"Norway","1985","Female","Not applicable","Percent","87.75303"
"Norway","1984","Female","Not applicable","Percent","87.26425"
"Norway","1984","All genders","Not applicable","Percent","85.31371"
"Norway","1984","Male","Not applicable","Percent","83.4628"
"Norway","1982","Male","Not applicable","Percent","81.94212"
"Norway","1982","All genders","Not applicable","Percent","84.05924"
"Norway","1982","Female","Not applicable","Percent","86.29348"
"Norway","1981","Female","Not applicable","Percent","85.50394"
"Norway","1981","All genders","Not applicable","Percent","83.50872"
"Norway","1981","Male","Not applicable","Percent","81.61847"
"Norway","1979","Male","Not applicable","Percent","80.5184"
"Norway","1979","All genders","Not applicable","Percent","82.09294"
"Norway","1979","Female","Not applicable","Percent","83.75087"
"Norway","1978","Female","Not applicable","Percent","81.54434"
"Norway","1978","All genders","Not applicable","Percent","80.80105"
"Norway","1978","Male","Not applicable","Percent","80.09409"
"Occupied Palestinian Territory","2014","Male","Not applicable","Percent","76.53103"
"Occupied Palestinian Territory","2014","All genders","Not applicable","Percent","80.12445"
"Occupied Palestinian Territory","2014","Female","Not applicable","Percent","83.86802"
"Occupied Palestinian Territory","2013","Female","Not applicable","Percent","84.00775"
"Occupied Palestinian Territory","2013","All genders","Not applicable","Percent","80.35447"
"Occupied Palestinian Territory","2013","Male","Not applicable","Percent","76.84762"
"Occupied Palestinian Territory","2012","Male","Not applicable","Percent","77.46656"
"Occupied Palestinian Territory","2012","All genders","Not applicable","Percent","80.92051"
"Occupied Palestinian Territory","2012","Female","Not applicable","Percent","84.51863"
"Occupied Palestinian Territory","2011","Female","Not applicable","Percent","84.95971"
"Occupied Palestinian Territory","2011","All genders","Not applicable","Percent","81.02224"
"Occupied Palestinian Territory","2011","Male","Not applicable","Percent","77.2426"
"Occupied Palestinian Territory","2010","Male","Not applicable","Percent","80.34925"
"Occupied Palestinian Territory","2010","All genders","Not applicable","Percent","83.17173"
"Occupied Palestinian Territory","2010","Female","Not applicable","Percent","86.11198"
"Occupied Palestinian Territory","2009","Female","Not applicable","Percent","87.67347"
"Occupied Palestinian Territory","2009","All genders","Not applicable","Percent","85.08028"
"Occupied Palestinian Territory","2009","Male","Not applicable","Percent","82.5908"
"Occupied Palestinian Territory","2008","Male","Not applicable","Percent","83.77632"
"Occupied Palestinian Territory","2008","All genders","Not applicable","Percent","86.36801"
"Occupied Palestinian Territory","2008","Female","Not applicable","Percent","89.06742"
"Occupied Palestinian Territory","2007","Female","Not applicable","Percent","89.02174"
"Occupied Palestinian Territory","2007","All genders","Not applicable","Percent","86.50661"
"Occupied Palestinian Territory","2007","Male","Not applicable","Percent","84.09156"
"Occupied Palestinian Territory","2006","All genders","Not applicable","Percent","86.68568"
"Occupied Palestinian Territory","2006","Male","Not applicable","Percent","84.44042"
"Occupied Palestinian Territory","2006","Female","Not applicable","Percent","89.02363"
"Occupied Palestinian Territory","2005","Female","Not applicable","Percent","87.43506"
"Occupied Palestinian Territory","2005","Male","Not applicable","Percent","83.86392"
"Occupied Palestinian Territory","2005","All genders","Not applicable","Percent","85.61359"
"Occupied Palestinian Territory","2004","All genders","Not applicable","Percent","84.52276"
"Occupied Palestinian Territory","2004","Male","Not applicable","Percent","82.95641"
"Occupied Palestinian Territory","2004","Female","Not applicable","Percent","86.15286"
"Occupied Palestinian Territory","2003","Female","Not applicable","Percent","82.57959"
"Occupied Palestinian Territory","2003","Male","Not applicable","Percent","79.2256"
"Occupied Palestinian Territory","2003","All genders","Not applicable","Percent","80.86945"
"Occupied Palestinian Territory","2002","All genders","Not applicable","Percent","78.08184"
"Occupied Palestinian Territory","2002","Male","Not applicable","Percent","76.22577"
"Occupied Palestinian Territory","2002","Female","Not applicable","Percent","80.012"
"Occupied Palestinian Territory","2001","Female","Not applicable","Percent","77.99105"
"Occupied Palestinian Territory","2001","Male","Not applicable","Percent","72.92172"
"Occupied Palestinian Territory","2001","All genders","Not applicable","Percent","75.40731"
"Occupied Palestinian Territory","2000","All genders","Not applicable","Percent","74.64962"
"Occupied Palestinian Territory","2000","Male","Not applicable","Percent","72.96669"
"Occupied Palestinian Territory","2000","Female","Not applicable","Percent","76.39812"
"Occupied Palestinian Territory","1999","Female","Not applicable","Percent","74.09803"
"Occupied Palestinian Territory","1999","Male","Not applicable","Percent","72.34823"
"Occupied Palestinian Territory","1999","All genders","Not applicable","Percent","73.20666"
"Oman","2011","Male","Not applicable","Percent","94.4283"
"Oman","2011","All genders","Not applicable","Percent","91.74659"
"Oman","2011","Female","Not applicable","Percent","89.10749"
"Oman","2009","Female","Not applicable","Percent","86.02037"
"Oman","2009","All genders","Not applicable","Percent","90.47454"
"Oman","2009","Male","Not applicable","Percent","95.09597"
"Oman","2003","Male","Not applicable","Percent","75.01296"
"Oman","2003","All genders","Not applicable","Percent","74.80287"
"Oman","2003","Female","Not applicable","Percent","74.58909"
"Oman","2002","Female","Not applicable","Percent","73.65307"
"Oman","2002","All genders","Not applicable","Percent","74.11499"
"Oman","2002","Male","Not applicable","Percent","74.5703"
"Oman","2001","Male","Not applicable","Percent","71.74786"
"Oman","2001","All genders","Not applicable","Percent","72.17742"
"Oman","2001","Female","Not applicable","Percent","72.61574"
"Oman","2000","Female","Not applicable","Percent","68.85644"
"Oman","2000","All genders","Not applicable","Percent","68.57699"
"Oman","2000","Male","Not applicable","Percent","68.30344"
"Oman","1999","Male","Not applicable","Percent","63.17429"
"Oman","1999","All genders","Not applicable","Percent","64.2614"
"Oman","1999","Female","Not applicable","Percent","65.3895"
"Oman","1993","Female","Not applicable","Percent","47.69671"
"Oman","1993","All genders","Not applicable","Percent","49.2631"
"Oman","1993","Male","Not applicable","Percent","50.74904"
"Oman","1982","Male","Not applicable","Percent","17.16339"
"Oman","1982","All genders","Not applicable","Percent","12.05727"
"Oman","1982","Female","Not applicable","Percent","6.72821"
"Oman","1981","All genders","Not applicable","Percent","10.13505"
"Oman","1979","All genders","Not applicable","Percent","5.28208"
"Oman","1978","All genders","Not applicable","Percent","3.57781"
"Pakistan","2014","Female","Not applicable","Percent","36.22606"
"Pakistan","2014","All genders","Not applicable","Percent","41.17535"
"Pakistan","2014","Male","Not applicable","Percent","45.7664"
"Pakistan","2013","Male","Not applicable","Percent","45.09731"
"Pakistan","2013","All genders","Not applicable","Percent","39.3455"
"Pakistan","2013","Female","Not applicable","Percent","33.16285"
"Pakistan","2012","Female","Not applicable","Percent","31.97392"
"Pakistan","2012","All genders","Not applicable","Percent","37.80891"
"Pakistan","2012","Male","Not applicable","Percent","43.25404"
"Pakistan","2011","All genders","Not applicable","Percent","36.2834"
"Pakistan","2011","Female","Not applicable","Percent","31.0607"
"Pakistan","2011","Male","Not applicable","Percent","41.17326"
"Pakistan","2009","Male","Not applicable","Percent","38.82844"
"Pakistan","2009","Female","Not applicable","Percent","30.71422"
"Pakistan","2009","All genders","Not applicable","Percent","34.89231"
"Pakistan","2008","All genders","Not applicable","Percent","34.75269"
"Pakistan","2008","Female","Not applicable","Percent","29.84202"
"Pakistan","2008","Male","Not applicable","Percent","39.38893"
"Pakistan","2007","Male","Not applicable","Percent","38.96693"
"Pakistan","2007","Female","Not applicable","Percent","29.51445"
"Pakistan","2007","All genders","Not applicable","Percent","34.37327"
"Pakistan","2006","All genders","Not applicable","Percent","31.87522"
"Pakistan","2006","Female","Not applicable","Percent","27.71162"
"Pakistan","2006","Male","Not applicable","Percent","35.81381"
"Panama","2012","All genders","Not applicable","Percent","77.83375"
"Panama","2012","Male","Not applicable","Percent","75.15138"
"Panama","2012","Female","Not applicable","Percent","80.60815"
"Panama","2011","Female","Not applicable","Percent","68.37564"
"Panama","2011","Male","Not applicable","Percent","62.82431"
"Panama","2011","All genders","Not applicable","Percent","65.55292"
"Panama","2010","All genders","Not applicable","Percent","66.15957"
"Panama","2010","Male","Not applicable","Percent","63.77355"
"Panama","2010","Female","Not applicable","Percent","68.62938"
"Panama","2009","Female","Not applicable","Percent","66.55161"
"Panama","2009","Male","Not applicable","Percent","60.74758"
"Panama","2009","All genders","Not applicable","Percent","63.59889"
"Panama","2008","All genders","Not applicable","Percent","63.55077"
"Panama","2008","Male","Not applicable","Percent","60.83526"
"Panama","2008","Female","Not applicable","Percent","66.36413"
"Panama","2005","Female","Not applicable","Percent","64.75606"
"Panama","2005","Male","Not applicable","Percent","59.33397"
"Panama","2005","All genders","Not applicable","Percent","61.99431"
"Panama","2004","All genders","Not applicable","Percent","61.73259"
"Panama","2004","Male","Not applicable","Percent","58.97296"
"Panama","2004","Female","Not applicable","Percent","64.59941"
"Panama","2002","Female","Not applicable","Percent","65.11433"
"Panama","2002","Male","Not applicable","Percent","59.4025"
"Panama","2002","All genders","Not applicable","Percent","62.20112"
"Panama","2001","All genders","Not applicable","Percent","60.38264"
"Panama","2001","Male","Not applicable","Percent","57.52939"
"Panama","2001","Female","Not applicable","Percent","63.35717"
"Panama","2000","Female","Not applicable","Percent","61.23221"
"Panama","2000","Male","Not applicable","Percent","55.46653"
"Panama","2000","All genders","Not applicable","Percent","58.28683"
"Panama","1999","All genders","Not applicable","Percent","57.06657"
"Panama","1999","Male","Not applicable","Percent","54.2693"
"Panama","1999","Female","Not applicable","Percent","59.99073"
"Paraguay","2012","All genders","Not applicable","Percent","66.45952"
"Paraguay","2012","Male","Not applicable","Percent","66.59668"
"Paraguay","2012","Female","Not applicable","Percent","66.3169"
"Paraguay","2011","Female","Not applicable","Percent","65.79039"
"Paraguay","2011","Male","Not applicable","Percent","60.84149"
"Paraguay","2011","All genders","Not applicable","Percent","63.26829"
"Paraguay","2010","All genders","Not applicable","Percent","61.52307"
"Paraguay","2010","Male","Not applicable","Percent","59.17619"
"Paraguay","2010","Female","Not applicable","Percent","63.96005"
"Paraguay","2009","Female","Not applicable","Percent","62.81407"
"Paraguay","2009","Male","Not applicable","Percent","58.34893"
"Paraguay","2009","All genders","Not applicable","Percent","60.5406"
"Paraguay","2008","All genders","Not applicable","Percent","60.04082"
"Paraguay","2008","Male","Not applicable","Percent","57.87334"
"Paraguay","2008","Female","Not applicable","Percent","62.28677"
"Paraguay","2007","Female","Not applicable","Percent","60.77721"
"Paraguay","2007","Male","Not applicable","Percent","56.8997"
"Paraguay","2007","All genders","Not applicable","Percent","58.80505"
"Paraguay","2006","All genders","Not applicable","Percent","58.13649"
"Paraguay","2006","Male","Not applicable","Percent","56.17899"
"Paraguay","2006","Female","Not applicable","Percent","60.16037"
"Paraguay","2005","Female","Not applicable","Percent","59.53966"
"Paraguay","2005","Male","Not applicable","Percent","56.03856"
"Paraguay","2005","All genders","Not applicable","Percent","57.76089"
"Paraguay","2004","All genders","Not applicable","Percent","56.92883"
"Paraguay","2004","Male","Not applicable","Percent","55.29593"
"Paraguay","2004","Female","Not applicable","Percent","58.61367"
"Paraguay","2003","Male","Not applicable","Percent","53.26394"
"Paraguay","2003","All genders","Not applicable","Percent","54.81802"
"Paraguay","2003","Female","Not applicable","Percent","56.4207"
"Paraguay","2002","Female","Not applicable","Percent","55.0007"
"Paraguay","2002","All genders","Not applicable","Percent","53.5081"
"Paraguay","2002","Male","Not applicable","Percent","52.06053"
"Paraguay","2001","Male","Not applicable","Percent","50.94213"
"Paraguay","2001","All genders","Not applicable","Percent","52.22996"
"Paraguay","2001","Female","Not applicable","Percent","53.55797"
"Paraguay","1999","Female","Not applicable","Percent","47.60826"
"Paraguay","1999","All genders","Not applicable","Percent","46.05313"
"Paraguay","1999","Male","Not applicable","Percent","44.54526"
"Paraguay","1998","Male","Not applicable","Percent","41.74984"
"Paraguay","1998","All genders","Not applicable","Percent","43.11366"
"Paraguay","1998","Female","Not applicable","Percent","44.51987"
"Paraguay","1996","Female","Not applicable","Percent","39.56677"
"Paraguay","1996","All genders","Not applicable","Percent","38.27053"
"Paraguay","1996","Male","Not applicable","Percent","37.01246"
"Paraguay","1994","Male","Not applicable","Percent","32.39012"
"Paraguay","1994","All genders","Not applicable","Percent","33.34363"
"Paraguay","1994","Female","Not applicable","Percent","34.32579"
"Peru","2014","All genders","Not applicable","Percent","78.37956"
"Peru","2014","Male","Not applicable","Percent","77.40756"
"Peru","2014","Female","Not applicable","Percent","79.40286"
"Peru","2013","Female","Not applicable","Percent","80.5671"
"Peru","2013","Male","Not applicable","Percent","78.4169"
"Peru","2013","All genders","Not applicable","Percent","79.46378"
"Peru","2012","All genders","Not applicable","Percent","75.52851"
"Peru","2012","Male","Not applicable","Percent","75.23533"
"Peru","2012","Female","Not applicable","Percent","75.83748"
"Peru","2011","Female","Not applicable","Percent","81.17423"
"Peru","2011","Male","Not applicable","Percent","78.93748"
"Peru","2011","All genders","Not applicable","Percent","80.02708"
"Peru","2010","All genders","Not applicable","Percent","79.7492"
"Peru","2009","All genders","Not applicable","Percent","79.91467"
"Peru","2009","Male","Not applicable","Percent","79.37735"
"Peru","2009","Female","Not applicable","Percent","80.47737"
"Peru","2008","Female","Not applicable","Percent","77.67444"
"Peru","2008","Male","Not applicable","Percent","76.49089"
"Peru","2008","All genders","Not applicable","Percent","77.06999"
"Peru","2007","All genders","Not applicable","Percent","75.52788"
"Peru","2007","Male","Not applicable","Percent","75.11148"
"Peru","2007","Female","Not applicable","Percent","75.96124"
"Peru","2006","Female","Not applicable","Percent","72.19131"
"Peru","2006","Male","Not applicable","Percent","72.02655"
"Peru","2006","All genders","Not applicable","Percent","72.10739"
"Peru","2005","All genders","Not applicable","Percent","69.87326"
"Peru","2005","Male","Not applicable","Percent","70.1364"
"Peru","2005","Female","Not applicable","Percent","69.60063"
"Peru","2004","Female","Not applicable","Percent","68.17728"
"Peru","2004","Male","Not applicable","Percent","68.42194"
"Peru","2004","All genders","Not applicable","Percent","68.30166"
"Peru","2002","Male","Not applicable","Percent","69.35246"
"Peru","2002","All genders","Not applicable","Percent","68.37186"
"Peru","2002","Female","Not applicable","Percent","67.36109"
"Peru","2001","Female","Not applicable","Percent","66.66223"
"Peru","2001","All genders","Not applicable","Percent","67.82106"
"Peru","2001","Male","Not applicable","Percent","68.94715"
"Peru","2000","Male","Not applicable","Percent","66.14563"
"Peru","2000","Female","Not applicable","Percent","63.86409"
"Peru","2000","All genders","Not applicable","Percent","65.02021"
"Peru","1999","All genders","Not applicable","Percent","62.62887"
"Peru","1999","Female","Not applicable","Percent","61.76746"
"Peru","1999","Male","Not applicable","Percent","63.46843"
"Peru","1998","Male","Not applicable","Percent","62.42156"
"Peru","1998","Female","Not applicable","Percent","60.91038"
"Peru","1998","All genders","Not applicable","Percent","61.67553"
"Peru","1997","All genders","Not applicable","Percent","55.4927"
"Peru","1996","All genders","Not applicable","Percent","54.78825"
"Peru","1995","All genders","Not applicable","Percent","53.03268"
"Peru","1995","Female","Not applicable","Percent","52.17395"
"Peru","1995","Male","Not applicable","Percent","53.86918"
"Peru","1981","Male","Not applicable","Percent","47.99142"
"Peru","1981","Female","Not applicable","Percent","41.76805"
"Peru","1981","All genders","Not applicable","Percent","44.90483"
"Philippines","2013","All genders","Not applicable","Percent","67.44246"
"Philippines","2013","Male","Not applicable","Percent","61.76206"
"Philippines","2013","Female","Not applicable","Percent","73.53699"
"Philippines","2009","Female","Not applicable","Percent","66.4331"
"Philippines","2009","Male","Not applicable","Percent","56.08072"
"Philippines","2009","All genders","Not applicable","Percent","61.14485"
"Philippines","2008","All genders","Not applicable","Percent","60.38553"
"Philippines","2008","Male","Not applicable","Percent","55.20959"
"Philippines","2008","Female","Not applicable","Percent","65.77865"
"Philippines","2007","Female","Not applicable","Percent","65.45913"
"Philippines","2007","Male","Not applicable","Percent","54.42142"
"Philippines","2007","All genders","Not applicable","Percent","59.82484"
"Philippines","2006","Male","Not applicable","Percent","53.49221"
"Philippines","2006","Female","Not applicable","Percent","64.80034"
"Philippines","2006","All genders","Not applicable","Percent","59.01942"
"Philippines","2005","All genders","Not applicable","Percent","58.83506"
"Philippines","2005","Female","Not applicable","Percent","64.5097"
"Philippines","2005","Male","Not applicable","Percent","53.39977"
"Philippines","2004","Male","Not applicable","Percent","53.96368"
"Philippines","2004","Female","Not applicable","Percent","64.74434"
"Philippines","2004","All genders","Not applicable","Percent","59.23955"
"Philippines","2003","All genders","Not applicable","Percent","57.32033"
"Philippines","2003","Female","Not applicable","Percent","62.55047"
"Philippines","2003","Male","Not applicable","Percent","52.309"
"Philippines","2002","Male","Not applicable","Percent","49.51812"
"Philippines","2002","Female","Not applicable","Percent","59.88379"
"Philippines","2002","All genders","Not applicable","Percent","54.58891"
"Philippines","2001","All genders","Not applicable","Percent","50.85202"
"Philippines","2001","Female","Not applicable","Percent","55.346"
"Philippines","2001","Male","Not applicable","Percent","46.54938"
"Philippines","1999","Male","Not applicable","Percent","47.54092"
"Philippines","1999","Female","Not applicable","Percent","52.14935"
"Philippines","1999","All genders","Not applicable","Percent","49.79617"
"Philippines","1998","All genders","Not applicable","Percent","48.53644"
"Philippines","1998","Female","Not applicable","Percent","50.83948"
"Philippines","1998","Male","Not applicable","Percent","46.32764"
"Philippines","1996","All genders","Not applicable","Percent","57.93086"
"Philippines","1994","All genders","Not applicable","Percent","57.69222"
"Philippines","1993","All genders","Not applicable","Percent","56.84965"
"Philippines","1992","All genders","Not applicable","Percent","55.36728"
"Philippines","1979","All genders","Not applicable","Percent","46.19161"
"Poland","2013","Male","Not applicable","Percent","91.49371"
"Poland","2013","All genders","Not applicable","Percent","92.06931"
"Poland","2013","Female","Not applicable","Percent","92.67373"
"Poland","2012","Female","Not applicable","Percent","91.07104"
"Poland","2012","All genders","Not applicable","Percent","90.28355"
"Poland","2012","Male","Not applicable","Percent","89.53314"
"Poland","2011","Male","Not applicable","Percent","89.21525"
"Poland","2011","All genders","Not applicable","Percent","90.02568"
"Poland","2011","Female","Not applicable","Percent","90.87571"
"Poland","2010","Female","Not applicable","Percent","91.23817"
"Poland","2010","All genders","Not applicable","Percent","90.3791"
"Poland","2010","Male","Not applicable","Percent","89.55917"
"Poland","2009","Male","Not applicable","Percent","89.81142"
"Poland","2009","All genders","Not applicable","Percent","90.67203"
"Poland","2009","Female","Not applicable","Percent","91.57315"
"Poland","2008","Female","Not applicable","Percent","92.1003"
"Poland","2008","All genders","Not applicable","Percent","91.29324"
"Poland","2008","Male","Not applicable","Percent","90.52223"
"Poland","2007","Male","Not applicable","Percent","91.20393"
"Poland","2007","All genders","Not applicable","Percent","91.81041"
"Poland","2007","Female","Not applicable","Percent","92.44525"
"Poland","2006","Female","Not applicable","Percent","92.65673"
"Poland","2006","All genders","Not applicable","Percent","92.0653"
"Poland","2006","Male","Not applicable","Percent","91.50051"
"Poland","2005","Male","Not applicable","Percent","91.37339"
"Poland","2005","All genders","Not applicable","Percent","91.94088"
"Poland","2005","Female","Not applicable","Percent","92.53529"
"Poland","2004","Female","Not applicable","Percent","91.11054"
"Poland","2004","All genders","Not applicable","Percent","89.59061"
"Poland","2004","Male","Not applicable","Percent","88.14039"
"Poland","2003","Male","Not applicable","Percent","90.07102"
"Poland","2003","All genders","Not applicable","Percent","91.219"
"Poland","2003","Female","Not applicable","Percent","92.42324"
"Poland","2002","Female","Not applicable","Percent","92.3965"
"Poland","2002","All genders","Not applicable","Percent","90.83501"
"Poland","2002","Male","Not applicable","Percent","89.34801"
"Poland","2001","Male","Not applicable","Percent","88.31485"
"Poland","2001","Female","Not applicable","Percent","91.84081"
"Poland","2001","All genders","Not applicable","Percent","90.03393"
"Poland","2000","All genders","Not applicable","Percent","89.43274"
"Poland","2000","Female","Not applicable","Percent","91.35488"
"Poland","2000","Male","Not applicable","Percent","87.60193"
"Poland","1999","Female","Not applicable","Percent","91.47587"
"Poland","1999","All genders","Not applicable","Percent","89.21437"
"Poland","1999","Male","Not applicable","Percent","87.05685"
"Portugal","2014","All genders","Not applicable","Percent","93.03503"
"Portugal","2013","All genders","Not applicable","Percent","92.73551"
"Portugal","2006","All genders","Not applicable","Percent","82.71352"
"Portugal","2006","Female","Not applicable","Percent","86.76011"
"Portugal","2006","Male","Not applicable","Percent","78.84139"
"Portugal","2005","Male","Not applicable","Percent","77.90046"
"Portugal","2005","Female","Not applicable","Percent","86.55272"
"Portugal","2005","All genders","Not applicable","Percent","82.1279"
"Portugal","2003","All genders","Not applicable","Percent","80.41117"
"Portugal","2003","Female","Not applicable","Percent","84.57615"
"Portugal","2003","Male","Not applicable","Percent","76.43109"
"Portugal","2002","Female","Not applicable","Percent","81.80297"
"Portugal","2002","Male","Not applicable","Percent","76.59986"
"Portugal","2002","All genders","Not applicable","Percent","79.14361"
"Portugal","2001","All genders","Not applicable","Percent","79.36842"
"Portugal","2001","Male","Not applicable","Percent","76.43615"
"Portugal","2001","Female","Not applicable","Percent","82.43073"
"Portugal","2000","Male","Not applicable","Percent","78.78229"
"Portugal","2000","All genders","Not applicable","Percent","81.73498"
"Portugal","2000","Female","Not applicable","Percent","84.81449"
"Portugal","1999","Female","Not applicable","Percent","84.16267"
"Portugal","1999","All genders","Not applicable","Percent","80.74749"
"Portugal","1999","Male","Not applicable","Percent","77.46963"
"Portugal","1995","Male","Not applicable","Percent","72.20262"
"Portugal","1995","All genders","Not applicable","Percent","75.55824"
"Portugal","1995","Female","Not applicable","Percent","79.04123"
"Portugal","1994","Female","Not applicable","Percent","81.17767"
"Portugal","1994","All genders","Not applicable","Percent","77.12733"
"Portugal","1994","Male","Not applicable","Percent","73.21859"
"Portugal","1993","Male","Not applicable","Percent","64.18789"
"Portugal","1993","All genders","Not applicable","Percent","69.62207"
"Portugal","1993","Female","Not applicable","Percent","75.24526"
"Portugal","1978","Female","Not applicable","Percent","32.97876"
"Portugal","1978","All genders","Not applicable","Percent","32.26078"
"Portugal","1978","Male","Not applicable","Percent","31.56012"
"Portugal","1977","All genders","Not applicable","Percent","31.55987"
"Portugal","1976","All genders","Not applicable","Percent","29.63636"
"Portugal","1976","Female","Not applicable","Percent","30.05421"
"Portugal","1976","Male","Not applicable","Percent","29.22898"
"Puerto Rico","2013","Male","Not applicable","Percent","72.30515"
"Puerto Rico","2013","Female","Not applicable","Percent","77.224"
"Puerto Rico","2013","All genders","Not applicable","Percent","74.67848"
"Puerto Rico","2012","All genders","Not applicable","Percent","73.30443"
"Puerto Rico","2012","Female","Not applicable","Percent","76.07905"
"Puerto Rico","2012","Male","Not applicable","Percent","70.6916"
"Puerto Rico","2011","Female","Not applicable","Percent","74.97636"
"Puerto Rico","2011","Male","Not applicable","Percent","72.17407"
"Puerto Rico","2011","All genders","Not applicable","Percent","73.54088"
"Qatar","2011","All genders","Not applicable","Percent","94.53256"
"Qatar","2010","All genders","Not applicable","Percent","89.97097"
"Qatar","2010","Female","Not applicable","Percent","93.26769"
"Qatar","2010","Male","Not applicable","Percent","86.98821"
"Qatar","2009","Male","Not applicable","Percent","76.6137"
"Qatar","2009","Female","Not applicable","Percent","93.80974"
"Qatar","2009","All genders","Not applicable","Percent","84.14495"
"Qatar","2007","All genders","Not applicable","Percent","80.65425"
"Qatar","2007","Female","Not applicable","Percent","91.9981"
"Qatar","2007","Male","Not applicable","Percent","71.94734"
"Qatar","2006","Male","Not applicable","Percent","94.20726"
"Qatar","2006","Female","Not applicable","Percent","96.28467"
"Qatar","2006","All genders","Not applicable","Percent","95.2244"
"Qatar","2005","All genders","Not applicable","Percent","97.95019"
"Qatar","2004","All genders","Not applicable","Percent","98.16925"
"Qatar","2002","All genders","Not applicable","Percent","74.43745"
"Qatar","2002","Female","Not applicable","Percent","82.11957"
"Qatar","2002","Male","Not applicable","Percent","67.99467"
"Qatar","1999","Male","Not applicable","Percent","67.26182"
"Qatar","1999","Female","Not applicable","Percent","79.59787"
"Qatar","1999","All genders","Not applicable","Percent","73.03229"
"Qatar","1998","All genders","Not applicable","Percent","78.80869"
"Qatar","1998","Female","Not applicable","Percent","81.0576"
"Qatar","1998","Male","Not applicable","Percent","76.68699"
"Qatar","1994","All genders","Not applicable","Percent","81.44073"
"Qatar","1993","All genders","Not applicable","Percent","76.86181"
"Qatar","1992","All genders","Not applicable","Percent","68.68767"
"Qatar","1991","All genders","Not applicable","Percent","67.6629"
"Qatar","1991","Male","Not applicable","Percent","61.87966"
"Qatar","1991","Female","Not applicable","Percent","74.57365"
"Qatar","1990","All genders","Not applicable","Percent","65.85515"
"Qatar","1988","All genders","Not applicable","Percent","62.8364"
"Qatar","1987","All genders","Not applicable","Percent","61.63767"
"Qatar","1986","All genders","Not applicable","Percent","69.28217"
"Qatar","1985","All genders","Not applicable","Percent","66.64299"
"Qatar","1985","Male","Not applicable","Percent","68.9686"
"Qatar","1985","Female","Not applicable","Percent","64.44154"
"Qatar","1984","Female","Not applicable","Percent","63.48949"
"Qatar","1984","Male","Not applicable","Percent","63.96228"
"Qatar","1984","All genders","Not applicable","Percent","63.72573"
"Qatar","1983","All genders","Not applicable","Percent","63.50721"
"Qatar","1983","Male","Not applicable","Percent","61.87657"
"Qatar","1983","Female","Not applicable","Percent","65.26178"
"Qatar","1981","All genders","Not applicable","Percent","57.33184"
"Qatar","1980","All genders","Not applicable","Percent","54.28683"
"Qatar","1980","Male","Not applicable","Percent","50.39879"
"Qatar","1980","Female","Not applicable","Percent","59.05093"
"Qatar","1979","All genders","Not applicable","Percent","49.37255"
"Qatar","1978","All genders","Not applicable","Percent","44.29703"
"Qatar","1977","All genders","Not applicable","Percent","37.69994"
"Qatar","1976","All genders","Not applicable","Percent","37.62989"
"Republic of Korea","2013","All genders","Not applicable","Percent","96.15284"
"Republic of Korea","2013","Male","Not applicable","Percent","96.58256"
"Republic of Korea","2013","Female","Not applicable","Percent","95.68466"
"Republic of Korea","2012","Female","Not applicable","Percent","94.28835"
"Republic of Korea","2012","Male","Not applicable","Percent","95.14575"
"Republic of Korea","2012","All genders","Not applicable","Percent","94.73649"
"Republic of Korea","2011","All genders","Not applicable","Percent","94.38797"
"Republic of Korea","2011","Male","Not applicable","Percent","94.86032"
"Republic of Korea","2011","Female","Not applicable","Percent","93.86744"
"Republic of Korea","2010","Female","Not applicable","Percent","94.35036"
"Republic of Korea","2010","Male","Not applicable","Percent","95.19877"
"Republic of Korea","2010","All genders","Not applicable","Percent","94.7968"
"Republic of Korea","2009","All genders","Not applicable","Percent","96.73594"
"Republic of Korea","2009","Male","Not applicable","Percent","97.25742"
"Republic of Korea","2009","Female","Not applicable","Percent","96.1541"
"Republic of Korea","2008","Male","Not applicable","Percent","97.99292"
"Republic of Korea","2008","All genders","Not applicable","Percent","97.44916"
"Republic of Korea","2008","Female","Not applicable","Percent","96.84199"
"Republic of Korea","2007","All genders","Not applicable","Percent","98.0701"
"Republic of Korea","2006","All genders","Not applicable","Percent","95.8499"
"Republic of Korea","2006","Female","Not applicable","Percent","94.84919"
"Republic of Korea","2006","Male","Not applicable","Percent","96.75411"
"Republic of Korea","2005","Male","Not applicable","Percent","92.11343"
"Republic of Korea","2005","Female","Not applicable","Percent","90.27931"
"Republic of Korea","2005","All genders","Not applicable","Percent","91.23945"
"Republic of Korea","2004","All genders","Not applicable","Percent","87.77319"
"Republic of Korea","2004","Female","Not applicable","Percent","87.2327"
"Republic of Korea","2004","Male","Not applicable","Percent","88.26261"
"Republic of Korea","2003","Female","Not applicable","Percent","87.26572"
"Republic of Korea","2003","All genders","Not applicable","Percent","87.45414"
"Republic of Korea","2003","Male","Not applicable","Percent","87.6241"
"Republic of Korea","2002","All genders","Not applicable","Percent","89.03712"
"Republic of Korea","2002","Male","Not applicable","Percent","88.92692"
"Republic of Korea","2002","Female","Not applicable","Percent","89.15928"
"Republic of Korea","2001","Female","Not applicable","Percent","92.9045"
